,text,polarity,favourite_count,retweet_count,created_at,compound,neg,neu,pos,sentiment
1113,Wtf is the Farmers journal? Like Rural Tinder?  ://t.co/3hh3Eg590J,neutral,3,1,2022-02-11 22:11:44+00:00,-0.3939,0.284,0.546,0.171,Negative
1114,"Travel agent!
He is just back from 2 weeks in chernobyl!

",neutral,2,0,2022-02-11 22:11:04+00:00,0,0,1,0,Neutral
1115,If this fella didn't have a beard he'd look about 15.  ,negative,0,0,2022-02-11 22:10:15+00:00,0,0,1,0,Neutral
1116,"“See if you can handle one another” 😳😳😳😂
 ",neutral,1,0,2022-02-11 22:09:41+00:00,0.4404,0.08,0.759,0.16,Positive
1117,Anyone entering the competition dont go to Venice as its a shithole ,negative,0,0,2022-02-11 22:08:45+00:00,0,0,1,0,Neutral
1118,"I’m just tuning into the Valentines special: Will Ryan be able to shoehorn a toy show child, or a person wrestling with an illness, or an RTÉ personality into this one? Or perhaps all three?  ",negative,12,2,2022-02-11 22:08:05+00:00,0,0.067,0.866,0.067,Neutral
1119, there's some bloke in a suit and tie with shiny shoes hosting a match making show on rte. Must be a re run of something from 1964? It's a load of....,negative,0,0,2022-02-11 22:05:56+00:00,0,0,1,0,Neutral
1120,I just stuck on the  and 10 mins in from the start - WTF am I watching 🙈,negative,0,0,2022-02-11 22:05:55+00:00,-0.7603,0.266,0.734,0,Negative
1121,"I hope they have Dermot Bannon on again, great guest and he is never on ",positive,8,0,2022-02-11 22:05:07+00:00,0.7906,0,0.667,0.333,Positive
1122,"Dermot Bannon getting a round of applause for selling his story about riding some girl on Blind Date is a bit of a step down from last night's viewing of The Godfather. 

 ",positive,6,0,2022-02-11 22:04:44+00:00,0.0258,0.072,0.853,0.075,Positive
1123,@CentraIRL  Love Conquers All,positive,0,0,2022-02-11 22:03:55+00:00,0.6369,0,0.488,0.512,Positive
1124,"@GrahamPatchell He's on it nearly as often as Ryan.  Whose show is the ? 
 One of these nights, Ryan has to present Room To Improve.",negative,0,0,2022-02-11 22:03:40+00:00,0.4404,0,0.892,0.108,Positive
1125,Just for the record Dermot has still got his communion money ,neutral,0,0,2022-02-11 22:03:35+00:00,0,0,1,0,Neutral
1126,“Supported by your licence fee” ,neutral,0,0,2022-02-11 22:03:29+00:00,0,0,1,0,Neutral
1127,"@MeeCatherine He was in the carpark, as he never leaves the place.  ",neutral,3,0,2022-02-11 22:02:51+00:00,0,0,1,0,Neutral
1128,Join us after the break for Francis Brennan.  ,neutral,9,0,2022-02-11 22:02:30+00:00,0.296,0,0.804,0.196,Positive
1129,"@RTE Me: ""I love you Dermot!!""

Dermot: ""Tell that to the wife!""

When we crossed paths in center parks pool 2019 😆



DermotBannon",positive,0,0,2022-02-11 22:02:28+00:00,0.8213,0,0.767,0.233,Positive
1130,I think the opening 5 mins was more than enough of the  ValentineSpecial ://t.co/09Tt4olvEs,negative,40,0,2022-02-11 22:02:24+00:00,0,0,1,0,Neutral
1131,The amount of innuendos on the   ://t.co/zMNy5dxcG3,negative,1,0,2022-02-11 22:01:23+00:00,0,0,1,0,Neutral
1132,Still muzzled on ,negative,0,0,2022-02-11 22:00:48+00:00,0,0,1,0,Neutral
1133,Dermot f'ing Bannon knows where the bodies are buried ,negative,3,0,2022-02-11 22:00:45+00:00,0,0,1,0,Neutral
1134,"Linda Martin on the phone to her lawyer when she hears Dermot Bannon has overtaken her as RTÉs “most wheeled out guest” 

  ://t.co/0LhgVfnZpo",neutral,38,1,2022-02-11 21:59:44+00:00,0,0,1,0,Neutral
1135,I so wish I had me own gaff @DermotBannon @RTE ,neutral,1,0,2022-02-11 21:58:54+00:00,0.4576,0,0.77,0.23,Positive
1136,WTF is going on? Why is that architect telling us a story about getting the shift in 1998? ,negative,7,0,2022-02-11 21:57:46+00:00,-0.7089,0.214,0.786,0,Negative
1137,Ryan has just asked Dermot Bannon ‘Did ye get the shift?’ The pandemic is officially over!   ValentinesSpecial2022 ❤️🌹,negative,13,1,2022-02-11 21:57:41+00:00,0,0,1,0,Neutral
1138,First time ever a conversation about a botched circumcision on tge ,negative,0,0,2022-02-11 21:57:37+00:00,0,0,1,0,Neutral
1139,"@GrahamPatchell Maybe, but they make up for it with how often the two of them meet on the .",neutral,0,0,2022-02-11 21:56:44+00:00,0,0,1,0,Neutral
1140,Bring on Jenni Falconer!  ,neutral,13,0,2022-02-11 21:56:15+00:00,0,0,1,0,Neutral
1141,No one ever publicly propose to me! EVER! ,negative,6,0,2022-02-11 21:56:07+00:00,-0.4184,0.258,0.742,0,Negative
1142," Dermot Bannon on the late late show, well I never.",neutral,4,1,2022-02-11 21:55:45+00:00,0.2732,0,0.826,0.174,Positive
1143,Lord grant me the confidence of a middle class architecture student from SoCoDu. ,negative,1,0,2022-02-11 21:55:39+00:00,0.7003,0,0.674,0.326,Positive
1144,Separated at birth or what   ://t.co/1PBImT57Ua,neutral,29,1,2022-02-11 21:55:34+00:00,0,0,1,0,Neutral
1145,“Where are the fucking points of creamer I ordered literally 2 minutes ago for me and Gilroyne here?!”   ://t.co/wX8XPuosMy,neutral,6,0,2022-02-11 21:55:19+00:00,0,0,1,0,Neutral
1146,"Canteen and dancing with the staff in full swing , same rubbish ",negative,4,0,2022-02-11 21:54:59+00:00,0,0,1,0,Neutral
1147,I’m telling ya Tubridy and Bannon were separated at birth   ://t.co/qYIgdaMdeB,neutral,6,0,2022-02-11 21:54:52+00:00,0,0,1,0,Neutral
1148,"Why dont RTE just come out and say it, Dermot Bannon will be the new host of the ",neutral,1,0,2022-02-11 21:54:43+00:00,0,0,1,0,Neutral
1149,"As much as people might give out about how cringey the Valentine’s  is, I’m actually in stitches here watching it. Where else would you get a live audience spontaneously singing the Eastenders theme tune?😂",positive,3,1,2022-02-11 21:54:40+00:00,0.4404,0.043,0.87,0.087,Positive
1150,Dermot Bannon is on the .  At least we  know the RTÉ canteen is open again.  ,neutral,25,1,2022-02-11 21:53:30+00:00,0,0,1,0,Neutral
1151,He should've asked her if she wanted to be buried with his people. Would've been far more romantic.  ,neutral,3,2,2022-02-11 21:52:34+00:00,0.4576,0,0.864,0.136,Positive
1152,"Can't tell the difference between these skinny cunts 
",negative,2,0,2022-02-11 21:51:57+00:00,-0.5994,0.328,0.672,0,Negative
1153,Is there anything more cringey than The Late Late Show?   The ://t.co/FzkuyechpO,negative,2,0,2022-02-11 21:51:38+00:00,0,0,1,0,Neutral
1154,"Lad in the second row is getting a wank!
No doubt she is from Mullingar

",negative,0,0,2022-02-11 21:51:23+00:00,0.3404,0,0.869,0.131,Positive
1155,He's talking about his knob. Hilarity ensues.  ,positive,0,0,2022-02-11 21:50:41+00:00,0,0,1,0,Neutral
1156,Turbidy in the loving/Valentine's Day mood.   ://t.co/yO7dM9aSKG,positive,25,2,2022-02-11 21:50:27+00:00,0,0,1,0,Neutral
1157,How have they managed to incorporate Dermot Bannon into the Valentines special ,neutral,5,0,2022-02-11 21:50:21+00:00,0.4019,0,0.816,0.184,Positive
1158,"
Bannon telling how he proposed 20 years ago..... ://t.co/KppbjuVa6c",neutral,1,0,2022-02-11 21:50:19+00:00,0,0,1,0,Neutral
1159,Honest to god the Late Late show hasn’t been on 10mins and I’m already cringing  🤮,negative,5,0,2022-02-11 21:50:16+00:00,0.6597,0,0.748,0.252,Positive
1160,We are only 2 months in to 2022 and Dermot Bannon already has TWO  appearances.. ,neutral,34,5,2022-02-11 21:49:52+00:00,0,0,1,0,Neutral
1161,"Dermot (turn your house into a fishtank) Bannon... this should be good 😴

",neutral,5,0,2022-02-11 21:49:41+00:00,0.4404,0,0.838,0.162,Positive
1162,Is there a reason  Dermot Bannon gets so much airtime on RTE??? ,neutral,1,0,2022-02-11 21:49:23+00:00,0,0,1,0,Neutral
1163,"Ryan Turbidy at 8:30pm going down  to release Dermot Bannon from the RTE Basement.
  ://t.co/WaYrbB1yG3",negative,130,5,2022-02-11 21:49:23+00:00,0,0,1,0,Neutral
1164,Whatever about that proposal I'm still shook @ them going for a hike on New Year's Day.. !! ,positive,4,0,2022-02-11 21:48:56+00:00,-0.2462,0.099,0.901,0,Negative
1165,"Hooray for @DermotBannon !!!!! 
Oh I’m embarrassingly happy to see him. I really miss Sunday nights RoomToImprove. 😍🏠📺 

 ",positive,1,0,2022-02-11 21:48:55+00:00,0.8213,0.128,0.559,0.312,Positive
1166,"Every cunt is stinking of  Lynx Africa!

",negative,0,0,2022-02-11 21:48:45+00:00,-0.784,0.496,0.504,0,Negative
1167,"Hi, I'm Johnny Knoxville and I'm going to sit in the audience of the   Valentine's special.

",negative,3,1,2022-02-11 21:48:35+00:00,0.4019,0,0.863,0.137,Positive
1168, 😀 Dermot checking in,neutral,0,0,2022-02-11 21:48:34+00:00,0.3612,0,0.667,0.333,Positive
1169,"wilma when dermot walked out on stage: 

  

://t.co/UYK8Jq1XUI",neutral,10,0,2022-02-11 21:48:30+00:00,0,0,1,0,Neutral
1170,Oh sweet mother of Jaysus it’s Dermot Bannon again 🙄🙄,negative,1,0,2022-02-11 21:48:14+00:00,0.4588,0,0.842,0.158,Positive
1171,Just fuck off our tv screens Dermot Bannon permanently! ,negative,0,0,2022-02-11 21:47:42+00:00,-0.5848,0.296,0.704,0,Negative
1172,Is there a cringeometer for the  tonight?  That would certainly have got it going.,negative,2,0,2022-02-11 21:47:25+00:00,0.34,0,0.854,0.146,Positive
1173,Ah he didn't even know their names.  🤣🤣 ,neutral,0,0,2022-02-11 21:47:22+00:00,0.7506,0,0.714,0.286,Positive
1174,No fuck off Dermot Bannon you’ve used up all your  appearances,negative,3,0,2022-02-11 21:47:20+00:00,0.431,0,0.794,0.206,Positive
1175,"She's thinking of Frank Lloyd Wright, obviously.  ",neutral,1,1,2022-02-11 21:47:01+00:00,0,0,1,0,Neutral
1176,"Oh God! They seem like really lovely people but I’m picturing myself up there in that situation, with the audience &amp; the cameras &amp; the friends and family giving speeches &amp; I’d just be melting! Pure melting from the heat of the eyes on me. I couldn’t cope!   ://t.co/73AF4rOK5Y",negative,3,0,2022-02-11 21:46:53+00:00,0.9181,0,0.767,0.233,Positive
1177,Am I on drugs? ,negative,4,0,2022-02-11 21:46:53+00:00,0,0,1,0,Neutral
1178,The audience acting as if they didn’t click on to what was happening there 🙄😂   ://t.co/tjtgRVZrow,negative,4,0,2022-02-11 21:46:43+00:00,0.4404,0.064,0.808,0.128,Positive
1179,"He has the eyes of a serial killer!
Have a feeling he'll end up on a netflix documentary!

",negative,2,0,2022-02-11 21:46:18+00:00,-0.658,0.2,0.738,0.062,Negative
1180, @rte have a neck like a jockeys bollox asking for a license fee.,negative,20,1,2022-02-11 21:45:49+00:00,0.3612,0,0.839,0.161,Positive
1181,A proposal on the . Bring back Ireland’s Call.,neutral,2,0,2022-02-11 21:45:27+00:00,0,0,1,0,Neutral
1182,"Have we to sit through the fuckin speeches now 🤦‍♀️
",negative,1,0,2022-02-11 21:45:15+00:00,0,0,1,0,Neutral
1183,Valentines night on the  My cynical level has just gone up to 11.,negative,4,0,2022-02-11 21:45:01+00:00,-0.3818,0.167,0.833,0,Negative
1184,"Irish Twitter's version of Hate Week is triggered by the Late Late Show. 
The entertainment will be here  and  
*Gets popcorn 
FridayVibes ://t.co/lXxesz49zM",negative,3,0,2022-02-11 21:44:28+00:00,-0.2263,0.125,0.78,0.095,Negative
1185,"SHE SAID YES! 💍👰‍♀️

  ://t.co/V73GhQlc2B",positive,9,0,2022-02-11 21:44:23+00:00,0.5754,0,0.747,0.253,Positive
1186,She literally had the opportunity right in her hands to ruin the show 😂 dammit ,negative,2,0,2022-02-11 21:44:22+00:00,0.2263,0.201,0.565,0.233,Positive
1187,Not me crying at tne  valentines special of all episodes 😭😭😭😭,negative,1,0,2022-02-11 21:44:13+00:00,-0.799,0.358,0.491,0.152,Negative
1188,"The cunt is guilty of something!

",negative,3,0,2022-02-11 21:44:00+00:00,-0.7424,0.512,0.488,0,Negative
1189,"Claire better tell her other fella it's all off now 😬
",neutral,1,0,2022-02-11 21:43:57+00:00,0.128,0.147,0.675,0.178,Positive
1190,"Late Late Valentines Special you say Twitter? 

 ://t.co/PSOqeawSzm",neutral,23,0,2022-02-11 21:43:53+00:00,0.4019,0,0.748,0.252,Positive
1191,I knew that was gonna happen :P Congratulations to the couple! ,positive,0,0,2022-02-11 21:43:36+00:00,0.7861,0,0.591,0.409,Positive
1192,How is she so flipping composed? I’d be sweating!!!!!!!   ://t.co/dcCZr98pUS,positive,3,0,2022-02-11 21:43:32+00:00,0,0,1,0,Neutral
1193,This is definitely a purposal... Go for it son   ,positive,2,0,2022-02-11 21:42:55+00:00,0.4019,0,0.787,0.213,Positive
1194,"The sky was pink, 
No, it was dark.
Oh yes, I remember it well....

  ",neutral,7,2,2022-02-11 21:42:41+00:00,0.5859,0,0.745,0.255,Positive
1195,"Yer man is punching well above his weight!

",negative,0,0,2022-02-11 21:42:27+00:00,0.3382,0,0.79,0.21,Positive
1196,He better propose 💍  ,positive,2,0,2022-02-11 21:41:36+00:00,0.4404,0,0.633,0.367,Positive
1197,I have anticipatory anxiety for the holy mortifying shame of the Valentines  ://t.co/aEuQiUbbry,negative,13,0,2022-02-11 21:40:57+00:00,-0.5859,0.286,0.714,0,Negative
1198,Stay standing if you're Paddy Murphy.  ,neutral,4,0,2022-02-11 21:40:19+00:00,0,0,1,0,Neutral
1199," Why isn't Tubridy wearing a mask?
",negative,0,0,2022-02-11 21:40:00+00:00,0,0,1,0,Neutral
1200,"💘 COMPETITION TIME 💘

To celebrate the return of the  Valentine's Special, we have €20 Centra vouchers up for grabs.

To win, simply describe tonights show in 3 words or less! ✨

 ShareTheLove ://t.co/LkCE52PzCp",negative,46,18,2022-02-11 21:39:17+00:00,0.9678,0,0.619,0.381,Positive
1201,Why did they have no masks on a few minutes ago and now they're all maksed 🙄  ,neutral,0,0,2022-02-11 21:38:02+00:00,-0.296,0.095,0.905,0,Negative
1202,"*********** Warning***************
 valentines special is about to begin.
************************************",negative,0,0,2022-02-11 21:36:36+00:00,0.0772,0.183,0.611,0.206,Positive
1203,"I'll usually watch and tweet about an awful load of shite ... But I draw the line on  Valentine's ""Special""

I'm watching the fab Olivia Coleman &amp; Jessie Buckley in TheLostDaughter",negative,4,0,2022-02-11 21:36:29+00:00,0.7615,0.052,0.752,0.196,Positive
1204,"Get the solpadeine ready... this level of cringe might be excruciating 

",negative,10,0,2022-02-11 21:32:46+00:00,-0.4215,0.242,0.618,0.14,Negative
1205,Ready for the car crash that is  Valentines,negative,3,0,2022-02-11 21:32:22+00:00,-0.0516,0.221,0.574,0.205,Negative
1206,"He got a surprise gift from a local villager and it's for his house
ryantubridy rte   
://t.co/IwBqz8dYv2",neutral,0,0,2022-02-11 09:05:31+00:00,0.6124,0,0.773,0.227,Positive
1207,@irishexaminer IrishExaminer What the hell is this NONSENSE???   Ntfm Rte Gaslighting ://t.co/NMLmw5x2Vd,negative,0,0,2022-02-10 19:14:28+00:00,-0.8616,0.417,0.583,0,Negative
1208,"@Riverdance on @RTE is always special to be a part of 🔥 It was great to be back performing with Riverdance to a live audience in @rte Studios! This time with a different look 😉 ✨ 

riverdance  the gardinerbrothe",positive,8,0,2022-02-08 20:34:46+00:00,0.7901,0.049,0.758,0.192,Positive
1209,"Ladies golf star Leona Maguire is back in Cavan following a record-breaking win at the LGPA in Florida and will be on the couch with Tubs to discuss her incredible success

RTE  

://t.co/Ee3aZPuoja",neutral,0,0,2022-02-17 23:00:00+00:00,0.8313,0,0.804,0.196,Positive
1210," is fantastic, ten times the show that  is , probably a third of the budget - @deeforbes_dee",positive,3,1,2022-02-19 22:06:07+00:00,0.5574,0,0.833,0.167,Positive
1211,@MarianKeyes What an amazing lady!!! ,positive,6,0,2022-02-19 18:35:03+00:00,0.6884,0,0.517,0.483,Positive
1212,"Leona Maguire roasts @NiallOfficial golf skills on  
 ://t.co/D7SGGhgxFr",positive,1,0,2022-02-19 11:30:00+00:00,0,0,1,0,Neutral
1213,@MarianKeyes Throughly enjoyed your chat on the  and you are obviously loved by family and friends which was lovely to see ❤️☘️❤️☘️❤️,positive,0,0,2022-02-19 11:21:59+00:00,0.9337,0,0.648,0.352,Positive
1214,Viewers praised Marian Keyes' honesty on last night's  ://t.co/zrUaPlI6A7,positive,0,0,2022-02-19 10:03:05+00:00,0.7506,0,0.556,0.444,Positive
1215,"Watching @MarianKeyes tonight has really warmed my heart. What an amazing, kind hearted and inspiring woman, I love her and so it seems, does everyone else! ",positive,9,0,2022-02-18 23:44:13+00:00,0.9696,0,0.496,0.504,Positive
1216,Big thank you to @MarianKeyes on the @RTE giving a big shout out to the importance of looking for help when you’re not feeling well! mentalhealth alcoholism MentalHealthMatters  mariankeyes,positive,11,4,2022-02-18 23:40:59+00:00,0.8024,0.085,0.639,0.277,Positive
1217,@RTE @MarianKeyes So difficult to believe that the  had managed to collect so many talented writers to celebrate the wonderful mariankeys and yet couldn’t make an a wonderful show. All that talent consigned to 2min sound bites.,negative,0,0,2022-02-18 23:36:18+00:00,0.9353,0.061,0.607,0.332,Positive
1218,I really enjoyed this segment tonight on  - I am lucky enough to be heading away tomorrow with a pal for the weekend and I can’t wait to buy her new book in the Airport. She does produce sacred literature @roisiningle 👏👏 ://t.co/0Am5EgxEmX,positive,52,2,2022-02-18 23:31:14+00:00,0.7501,0,0.876,0.124,Positive
1219,"@MarianKeyes such a wonderful delightful honest chat &amp; how great to see your family &amp; friends, PS you looked stunning,  theredzers haveyouroomforanotherfriend 😊",positive,1,0,2022-02-18 23:27:12+00:00,0.979,0,0.429,0.571,Positive
1220,"As I get older I realise how lucky I was to grow up in the 90s. The Den, free to air sports that EVERYONE watched,   when it actually was on LATE where A-Listers appeared almost weekly. Soft tv, for a soft country.",positive,5,0,2022-02-18 23:13:16+00:00,0.7269,0,0.87,0.13,Positive
1221,Just catching up on MarianKeyes on the . She is so amazing &amp; absolutely lovely  Her books are superb &amp; have helped me so much ❤️  Her talent jumps of each page you read &amp; you fall in love with the characters &amp; the amazing Marian. She's a legend,positive,9,0,2022-02-18 23:13:02+00:00,0.9773,0,0.648,0.352,Positive
1222,"Marian Keyes seems like one of those few brilliant people that, after leaving their presence, you're still playing the delightful conversations in your head. Enjoyed that interview and celebration of Irish writers.  ",positive,21,2,2022-02-18 23:12:28+00:00,0.9349,0,0.656,0.344,Positive
1223,@PPAI_IRL @valphoto Delighted to see one of our own on  tonight.,positive,1,0,2022-02-18 23:10:22+00:00,0.5106,0,0.769,0.231,Positive
1224, hmmm and it is grand to sit in a pub with no mask.... ://t.co/0LGGgF2GK7,neutral,1,0,2022-02-18 23:09:35+00:00,0.2023,0.121,0.714,0.165,Positive
1225,Do photographers always wear dickie bows? @ConorHorgan ,neutral,2,0,2022-02-18 23:09:11+00:00,0,0,1,0,Neutral
1226,Rubbish just rubbish ,negative,7,0,2022-02-18 23:09:03+00:00,0,0,1,0,Neutral
1227,"The  is still on Covid time, apparently.

",negative,4,0,2022-02-18 23:08:49+00:00,0,0,1,0,Neutral
1228,Has to be one of the worst  's ever. So poor.,negative,8,0,2022-02-18 23:08:31+00:00,-0.8439,0.447,0.553,0,Negative
1229,What a song from Ireland's best songwriter. South Anne Street by @eleanormcevoy on  ://t.co/ZNtn59rCvE for releases and tour dates. ://t.co/NF3iprF0nO,positive,19,1,2022-02-18 23:08:22+00:00,0.6369,0,0.826,0.174,Positive
1230,"The  isn't what it was in Gaybo's days when you had serious topics, debates, fun and entertainment all mixed up together, seamlessly done and professionally presented.  It needs a serious shake-up. ",negative,10,0,2022-02-18 23:08:03+00:00,0.6705,0.069,0.769,0.162,Positive
1231,"I love taking photos like this  
 ://t.co/sdLa0XNQ9X",positive,4,0,2022-02-18 23:07:51+00:00,0.7717,0,0.511,0.489,Positive
1232, love the show but why oh why does Ryan feel the need to keep closing &amp; opening his jacket🤷🏼‍♂️ It’s going on for years but … why? Has no one told him🤔 leaveitopen,negative,3,0,2022-02-18 23:06:32+00:00,-0.0516,0.06,0.884,0.056,Negative
1233,Great pictures by the very talented photographer @paulsherphoto ,positive,2,0,2022-02-18 23:05:24+00:00,0.8268,0,0.476,0.524,Positive
1234,"Carers deserve 300-500k a year, not RTE lifer &amp; FG &amp; FF connected ""stars""
 ",positive,3,0,2022-02-18 23:05:04+00:00,0.5473,0,0.809,0.191,Positive
1235,"Tubs was given an easy life and obscene pay due to his establishment connections
 ",negative,2,0,2022-02-18 23:03:54+00:00,-0.3182,0.246,0.616,0.137,Negative
1236,Have to say @mariankeyes always makes me smile   ,positive,9,0,2022-02-18 23:02:45+00:00,0.3612,0,0.783,0.217,Positive
1237,"RTE finish the  early now as they have no guests as per, and can't compete with Graham's ratings and who actually has all the A List guests
",negative,2,0,2022-02-18 23:02:24+00:00,-0.296,0.073,0.927,0,Negative
1238,"Ah yes, loving @paulsherphoto on the ",positive,0,0,2022-02-18 23:01:34+00:00,0.765,0,0.431,0.569,Positive
1239,"…only for her to then do what she did for @SarahJayBee and @EmerTheScreamer and feature it on her vlog. To a new author with a small print run, that meant the world. Thank you, Marian. Enjoy your night, and may Rachel fly, again! 🤗💕📚 ",positive,185,3,2022-02-18 23:01:22+00:00,0.92,0,0.775,0.225,Positive
1240,Friday night fare Irish style! This is absolutely ridiculous rubbish. ,negative,1,0,2022-02-18 22:59:40+00:00,-0.474,0.236,0.764,0,Negative
1241,"Best of luck to anyone Googling 'hot tools'.
 ",neutral,50,0,2022-02-18 22:59:09+00:00,0.802,0,0.526,0.474,Positive
1242,Imagine getting all dressed up to see a load of minor journalists and authors saying how much they love Marian Keyes on the ,neutral,0,0,2022-02-18 22:59:06+00:00,0.6369,0,0.846,0.154,Positive
1243,Cancel the ,negative,2,0,2022-02-18 22:58:47+00:00,-0.25,0.5,0.5,0,Negative
1244,Betty looked like Damon Albarn ,neutral,0,0,2022-02-18 22:57:57+00:00,0.3612,0,0.667,0.333,Positive
1245,Jesus. Talk about time filling. Just put this show out of its misery.  ,negative,9,0,2022-02-18 22:57:40+00:00,-0.5719,0.222,0.778,0,Negative
1246,Why didn’t you go to the shop for your mother you lazy shit   ://t.co/EFiJN6u5wg,negative,4,1,2022-02-18 22:57:23+00:00,-0.7269,0.303,0.697,0,Negative
1247,"
I was in Amsterdam.... 🙄",neutral,0,0,2022-02-18 22:56:57+00:00,0,0,1,0,Neutral
1248,"Dee wants us to pay her 400k a year and Tubs over 500k a year for this?
 ",negative,2,0,2022-02-18 22:56:46+00:00,-0.1027,0.072,0.928,0,Negative
1249,Great talented women on the     tonight @MarianKeyes @roisiningle and more Marion connects with people all over the world 🌎 📚 ://t.co/qgOWJAJA5T,positive,6,1,2022-02-18 22:56:31+00:00,0.8126,0,0.757,0.243,Positive
1250,Jesus this is bad ,negative,4,0,2022-02-18 22:56:19+00:00,-0.5423,0.467,0.533,0,Negative
1251,When Tubs starts interacting with the audience   ://t.co/CREpgu0IpZ,neutral,4,0,2022-02-18 22:56:17+00:00,0,0,1,0,Neutral
1252,Oh my god what is happening on the  this is so mean 💀,negative,3,0,2022-02-18 22:56:07+00:00,0.2732,0,0.861,0.139,Positive
1253,Nothing new there   RTEPlayer ://t.co/4QTfeSEX7Y,neutral,1,0,2022-02-18 22:56:05+00:00,0,0,1,0,Neutral
1254,"Yayyyy, let’s embarrass the audience to the nation 😎 this is something I can enjoy   ://t.co/jr09tRhLsO",positive,2,0,2022-02-18 22:56:01+00:00,0.6124,0.083,0.682,0.235,Positive
1255,Oh I’m glad I’m not there for this segment 👀😂 ,neutral,0,0,2022-02-18 22:55:36+00:00,0.7096,0.088,0.599,0.313,Positive
1256,How unbelievably adorable is @MarianKeyes?! my biggest regret is not having the bottle to say hello when we were in the same dentist waiting room 🤣,positive,2,0,2022-02-18 22:54:39+00:00,0.2465,0.081,0.81,0.109,Positive
1257,"It occurs to me that pretty much every Irish author I read nowadays is a woman. Just finished TheNurse by Claire Allen (gone from Twitter, sadly). Next one up is TheMurderRule by @DervlaMcTiernan, then TheyAllLied by Louise Phillips. So much talent!   ://t.co/OgV6gwgJFc",positive,81,4,2022-02-18 22:53:33+00:00,0.5818,0.056,0.814,0.13,Positive
1258,"Absolutely loved watching the @MarianKeyes segment on the  ❤ My favourite author for  many years. She is a marvellous, beautiful woman on the inside and out. So warm and uplifting. Congratulations Marian 🎊 xx
",positive,13,1,2022-02-18 22:52:59+00:00,0.9622,0,0.638,0.362,Positive
1259,I absolutely loved that. @MarianKeyes ,positive,6,1,2022-02-18 22:49:39+00:00,0.6361,0,0.544,0.456,Positive
1260,The audience on the  in about 3 minutes ://t.co/1jM5sbgxnA,neutral,8,0,2022-02-18 22:48:11+00:00,0,0,1,0,Neutral
1261,Lovely tribute to the wonderful @MarianKeyes ,positive,9,1,2022-02-18 22:47:21+00:00,0.8176,0,0.4,0.6,Positive
1262,Great talented women on the     tonight @MarionKeyes5 @roisiningle and more Marion connects with people all over the world 🌎 📚 ://t.co/qgOWJAJA5T ://t.co/7ZVvV7nw3p,positive,5,2,2022-02-18 22:46:46+00:00,0.8126,0,0.764,0.236,Positive
1263,Imagine getting audience tickets after years of applying and waiting and this is what you have to sit through ,negative,20,0,2022-02-18 22:46:16+00:00,0,0,1,0,Neutral
1264,"Can we have a @MarianKeyes spot on every nights 

That's been such a great show tonight

I have to read Rachel's Holiday again before reading the new one",positive,18,1,2022-02-18 22:45:38+00:00,0.7783,0,0.799,0.201,Positive
1265,"You know if you publish a book in this country you are set for life !!  My mission to be the new Bill Bryson has begun! 

Or maybe I’ll just publish my Twitter account (my memoir)   ://t.co/R9CqEc01wh",positive,0,0,2022-02-18 22:45:07+00:00,0,0,1,0,Neutral
1266,For how long more do we have to put up with this mutual appreciation club meeting?  ,negative,11,0,2022-02-18 22:44:26+00:00,0.5106,0,0.837,0.163,Positive
1267,I have never read a @MarianKeyes book but now I want to read them all. So much love for her on ,positive,12,0,2022-02-18 22:44:08+00:00,0.8256,0,0.723,0.277,Positive
1268,"Do I need to write a novel to be friends with @MarianKeyes? I mean it'll be shit, but I'll give it a go 🤷‍♀️",positive,10,0,2022-02-18 22:43:38+00:00,0.1027,0.077,0.8,0.123,Positive
1269,Ryan is completely bored with this love fest and I don't blame him. This is dire! ,negative,8,0,2022-02-18 22:43:13+00:00,0.2812,0.216,0.522,0.262,Positive
1270,Spare a thought for that poor audience having to sit there for about an hour AND wear those masks 😂 ,negative,4,0,2022-02-18 22:43:10+00:00,-0.0516,0.162,0.714,0.123,Negative
1271,"Lovely upbeat vibe tonight- which seems to be simply what Marian Keyes is all about!  
Such a lovely, giving, person. 🙏🏻  ",positive,25,1,2022-02-18 22:43:02+00:00,0.8832,0,0.691,0.309,Positive
1272,Look at all these amazing female authors we are so lucky to have.  ,positive,12,2,2022-02-18 22:42:56+00:00,0.8134,0,0.618,0.382,Positive
1273,"Did The Last Leg talk about Jimmy Carr's Holocaust ""joke"" controversy last week or this week yet?
thelastleg isitok lastleg CatsCountdown gogglebox GoggleboxReady bbcqt newsnight Eunice  ",negative,2,1,2022-02-18 22:42:42+00:00,0.296,0,0.925,0.075,Positive
1274,Am I the only one who hadn't a clue who they are having a tribute to on the the  and I think she's a little drunk. RTE,negative,2,1,2022-02-18 22:42:12+00:00,-0.2748,0.072,0.928,0,Negative
1275,Any chance of having a lyricist special on the ,neutral,0,0,2022-02-18 22:40:26+00:00,0.5719,0,0.63,0.37,Positive
1276,"V well said 🙌🏻  
://t.co/aFbDXAYASN",positive,5,0,2022-02-18 22:39:14+00:00,0.2732,0,0.826,0.174,Positive
1277,"Masks to the left of me, masks to the right wtf ",neutral,4,0,2022-02-18 22:37:28+00:00,-0.5859,0.257,0.743,0,Negative
1278,At the end of the show they are going to wheel in a cake for Marian and Dermot Bannon will burst out of it. ,neutral,5,0,2022-02-18 22:36:35+00:00,0,0,1,0,Neutral
