,text,polarity,favourite_count,retweet_count,created_at
1121,"I hope they have Dermot Bannon on again, great guest and he is never on #latelateshow",positive,8,0,2022-02-11 22:05:07+00:00
1122,"Dermot Bannon getting a round of applause for selling his story about riding some girl on Blind Date is a bit of a step down from last night's viewing of The Godfather. 

#latelate #latelateshow",positive,6,0,2022-02-11 22:04:44+00:00
1123,@CentraIRL #LateLateShow Love Conquers All,positive,0,0,2022-02-11 22:03:55+00:00
1124,"@GrahamPatchell He's on it nearly as often as Ryan.  Whose show is the #latelateshow? 
 One of these nights, Ryan has to present Room To Improve.",negative,0,0,2022-02-11 22:03:40+00:00
1125,Just for the record Dermot has still got his communion money #LateLateShow,neutral,0,0,2022-02-11 22:03:35+00:00
1126,“Supported by your licence fee” #latelateshow,neutral,0,0,2022-02-11 22:03:29+00:00
1127,"@MeeCatherine He was in the carpark, as he never leaves the place. #latelate #latelateshow",neutral,3,0,2022-02-11 22:02:51+00:00
1128,Join us after the break for Francis Brennan. #latelateshow #latelate,neutral,9,0,2022-02-11 22:02:30+00:00
1129,"@RTELateLateShow Me: ""I love you Dermot!!""

Dermot: ""Tell that to the wife!""

When we crossed paths in center parks pool 2019 😆

#latelate
#LateLateShow
#DermotBannon",positive,0,0,2022-02-11 22:02:28+00:00
1130,I think the opening 5 mins was more than enough of the #latelateshow #ValentineSpecial https://t.co/09Tt4olvEs,negative,40,0,2022-02-11 22:02:24+00:00
1131,The amount of innuendos on the #latelate #LateLateShow https://t.co/zMNy5dxcG3,negative,1,0,2022-02-11 22:01:23+00:00
1132,Still muzzled on #LateLateShow,negative,0,0,2022-02-11 22:00:48+00:00
1133,Dermot f'ing Bannon knows where the bodies are buried #latelateshow,negative,3,0,2022-02-11 22:00:45+00:00
1134,"Linda Martin on the phone to her lawyer when she hears Dermot Bannon has overtaken her as RTÉs “most wheeled out guest” 

#LateLate #LateLateShow https://t.co/0LhgVfnZpo",neutral,38,1,2022-02-11 21:59:44+00:00
1135,I so wish I had me own gaff @DermotBannon @RTELateLateShow #latelateshow,neutral,1,0,2022-02-11 21:58:54+00:00
1136,WTF is going on? Why is that architect telling us a story about getting the shift in 1998? #Latelateshow,negative,7,0,2022-02-11 21:57:46+00:00
1137,Ryan has just asked Dermot Bannon ‘Did ye get the shift?’ The pandemic is officially over! #latelate #latelateshow #ValentinesSpecial2022 ❤️🌹,negative,13,1,2022-02-11 21:57:41+00:00
1138,First time ever a conversation about a botched circumcision on tge #LateLateShow,negative,0,0,2022-02-11 21:57:37+00:00
1139,"@GrahamPatchell Maybe, but they make up for it with how often the two of them meet on the #latelateshow.",neutral,0,0,2022-02-11 21:56:44+00:00
1140,Bring on Jenni Falconer! #LateLate #LateLateShow,neutral,13,0,2022-02-11 21:56:15+00:00
1141,No one ever publicly propose to me! EVER! #latelateshow,negative,6,0,2022-02-11 21:56:07+00:00
1142,"#latelateShow Dermot Bannon on the late late show, well I never.",neutral,4,1,2022-02-11 21:55:45+00:00
1143,Lord grant me the confidence of a middle class architecture student from SoCoDu. #latelateshow,negative,1,0,2022-02-11 21:55:39+00:00
1144,Separated at birth or what #latelate #latelateshow https://t.co/1PBImT57Ua,neutral,29,1,2022-02-11 21:55:34+00:00
1145,“Where are the fucking points of creamer I ordered literally 2 minutes ago for me and Gilroyne here?!” #latelateshow #latelate https://t.co/wX8XPuosMy,neutral,6,0,2022-02-11 21:55:19+00:00
1146,"Canteen and dancing with the staff in full swing , same rubbish #latelateshow",negative,4,0,2022-02-11 21:54:59+00:00
1147,I’m telling ya Tubridy and Bannon were separated at birth #latelate #latelateshow https://t.co/qYIgdaMdeB,neutral,6,0,2022-02-11 21:54:52+00:00
1148,"Why dont RTE just come out and say it, Dermot Bannon will be the new host of the #LateLateShow",neutral,1,0,2022-02-11 21:54:43+00:00
1149,"As much as people might give out about how cringey the Valentine’s #LateLateShow is, I’m actually in stitches here watching it. Where else would you get a live audience spontaneously singing the Eastenders theme tune?😂",positive,3,1,2022-02-11 21:54:40+00:00
1150,Dermot Bannon is on the #latelateshow.  At least we  know the RTÉ canteen is open again.  #latelate,neutral,25,1,2022-02-11 21:53:30+00:00
1151,He should've asked her if she wanted to be buried with his people. Would've been far more romantic. #LateLate #LateLateShow,neutral,3,2,2022-02-11 21:52:34+00:00
1152,"Can't tell the difference between these skinny cunts 
#LateLateShow",negative,2,0,2022-02-11 21:51:57+00:00
1153,Is there anything more cringey than The Late Late Show? #latelate #latelateshow #TheLateLateShow https://t.co/FzkuyechpO,negative,2,0,2022-02-11 21:51:38+00:00
1154,"Lad in the second row is getting a wank!
No doubt she is from Mullingar
#latelate
#latelateshow",negative,0,0,2022-02-11 21:51:23+00:00
1155,He's talking about his knob. Hilarity ensues. #LateLate #LateLateShow,positive,0,0,2022-02-11 21:50:41+00:00
1156,Turbidy in the loving/Valentine's Day mood. #LateLate #LateLateShow https://t.co/yO7dM9aSKG,positive,25,2,2022-02-11 21:50:27+00:00
1157,How have they managed to incorporate Dermot Bannon into the Valentines special #LateLateShow,neutral,5,0,2022-02-11 21:50:21+00:00
1158,"#latelateshow
Bannon telling how he proposed 20 years ago..... https://t.co/KppbjuVa6c",neutral,1,0,2022-02-11 21:50:19+00:00
1159,Honest to god the Late Late show hasn’t been on 10mins and I’m already cringing #LateLateShow 🤮,negative,5,0,2022-02-11 21:50:16+00:00
1160,We are only 2 months in to 2022 and Dermot Bannon already has TWO #latelate appearances.. #latelateshow,neutral,34,5,2022-02-11 21:49:52+00:00
1161,"Dermot (turn your house into a fishtank) Bannon... this should be good 😴
#LateLateShow
#latelate",neutral,5,0,2022-02-11 21:49:41+00:00
1162,Is there a reason  Dermot Bannon gets so much airtime on RTE??? #LateLateShow,neutral,1,0,2022-02-11 21:49:23+00:00
1163,"Ryan Turbidy at 8:30pm going down  to release Dermot Bannon from the RTE Basement.
#latelate #LateLateShow https://t.co/WaYrbB1yG3",negative,130,5,2022-02-11 21:49:23+00:00
1164,Whatever about that proposal I'm still shook @ them going for a hike on New Year's Day.. !!#latelate #latelateshow,positive,4,0,2022-02-11 21:48:56+00:00
1165,"Hooray for @DermotBannon !!!!! 
Oh I’m embarrassingly happy to see him. I really miss Sunday nights #RoomToImprove. 😍🏠📺 

#LateLate #LateLateShow",positive,1,0,2022-02-11 21:48:55+00:00
1166,"Every cunt is stinking of  Lynx Africa!
#latelate
#latelateshow",negative,0,0,2022-02-11 21:48:45+00:00
1167,"Hi, I'm Johnny Knoxville and I'm going to sit in the audience of the  #LateLateShow Valentine's special.

#latelate",negative,3,1,2022-02-11 21:48:35+00:00
1168,#LateLateShow 😀 Dermot checking in,neutral,0,0,2022-02-11 21:48:34+00:00
1169,"wilma when dermot walked out on stage: 

#LateLate #LateLateShow 

https://t.co/UYK8Jq1XUI",neutral,10,0,2022-02-11 21:48:30+00:00
1170,Oh sweet mother of Jaysus it’s Dermot Bannon again 🙄🙄#latelateshow,negative,1,0,2022-02-11 21:48:14+00:00
1171,Just fuck off our tv screens Dermot Bannon permanently! #LateLateShow,negative,0,0,2022-02-11 21:47:42+00:00
1172,Is there a cringeometer for the #latelateshow tonight?  That would certainly have got it going.,negative,2,0,2022-02-11 21:47:25+00:00
1173,Ah he didn't even know their names.  🤣🤣 #LateLateShow,neutral,0,0,2022-02-11 21:47:22+00:00
1174,No fuck off Dermot Bannon you’ve used up all your #latelateshow appearances,negative,3,0,2022-02-11 21:47:20+00:00
1175,"She's thinking of Frank Lloyd Wright, obviously. #LateLate #LateLateShow",neutral,1,1,2022-02-11 21:47:01+00:00
1176,"Oh God! They seem like really lovely people but I’m picturing myself up there in that situation, with the audience &amp; the cameras &amp; the friends and family giving speeches &amp; I’d just be melting! Pure melting from the heat of the eyes on me. I couldn’t cope! #latelate #latelateshow https://t.co/73AF4rOK5Y",negative,3,0,2022-02-11 21:46:53+00:00
1177,Am I on drugs? #latelateshow,negative,4,0,2022-02-11 21:46:53+00:00
1178,The audience acting as if they didn’t click on to what was happening there 🙄😂 #latelate #latelateshow https://t.co/tjtgRVZrow,negative,4,0,2022-02-11 21:46:43+00:00
1179,"He has the eyes of a serial killer!
Have a feeling he'll end up on a netflix documentary!
#latelate
#latelateshow",negative,2,0,2022-02-11 21:46:18+00:00
1180,#latelateshow @rte have a neck like a jockeys bollox asking for a license fee.,negative,20,1,2022-02-11 21:45:49+00:00
1181,A proposal on the #LateLateShow. Bring back Ireland’s Call.,neutral,2,0,2022-02-11 21:45:27+00:00
1182,"Have we to sit through the fuckin speeches now 🤦‍♀️
#LateLateShow",negative,1,0,2022-02-11 21:45:15+00:00
1183,Valentines night on the #latelateshow My cynical level has just gone up to 11.,negative,4,0,2022-02-11 21:45:01+00:00
1184,"Irish Twitter's version of Hate Week is triggered by the Late Late Show. 
The entertainment will be here #latelate and #LateLateShow 
*Gets popcorn 
#FridayVibes https://t.co/lXxesz49zM",negative,3,0,2022-02-11 21:44:28+00:00
1185,"SHE SAID YES! 💍👰‍♀️

#LateLate #LateLateShow https://t.co/V73GhQlc2B",positive,9,0,2022-02-11 21:44:23+00:00
1186,She literally had the opportunity right in her hands to ruin the show 😂 dammit #latelateshow,negative,2,0,2022-02-11 21:44:22+00:00
1187,Not me crying at tne #LateLateShow valentines special of all episodes 😭😭😭😭,negative,1,0,2022-02-11 21:44:13+00:00
1188,"The cunt is guilty of something!
#latelate
#latelateshow",negative,3,0,2022-02-11 21:44:00+00:00
1189,"Claire better tell her other fella it's all off now 😬
#LateLateShow",neutral,1,0,2022-02-11 21:43:57+00:00
1190,"Late Late Valentines Special you say Twitter? 

#LateLateShow https://t.co/PSOqeawSzm",neutral,23,0,2022-02-11 21:43:53+00:00
1191,I knew that was gonna happen :P Congratulations to the couple! #LateLateShow,positive,0,0,2022-02-11 21:43:36+00:00
1192,How is she so flipping composed? I’d be sweating!!!!!!! #LateLate #LateLateShow https://t.co/dcCZr98pUS,positive,3,0,2022-02-11 21:43:32+00:00
1193,This is definitely a purposal... Go for it son  #latelate #LateLateShow,positive,2,0,2022-02-11 21:42:55+00:00
1194,"The sky was pink, 
No, it was dark.
Oh yes, I remember it well....

 #LateLate #LateLateShow",neutral,7,2,2022-02-11 21:42:41+00:00
1195,"Yer man is punching well above his weight!
#latelate
#latelateshow",negative,0,0,2022-02-11 21:42:27+00:00
1196,He better propose 💍 #latelate #latelateshow,positive,2,0,2022-02-11 21:41:36+00:00
1197,I have anticipatory anxiety for the holy mortifying shame of the Valentines #Latelateshow https://t.co/aEuQiUbbry,negative,13,0,2022-02-11 21:40:57+00:00
1198,Stay standing if you're Paddy Murphy. #LateLate #LateLateShow,neutral,4,0,2022-02-11 21:40:19+00:00
1199,"#latelate Why isn't Tubridy wearing a mask?
#latelateshow",negative,0,0,2022-02-11 21:40:00+00:00
1200,"💘 COMPETITION TIME 💘

To celebrate the return of the #LateLateShow Valentine's Special, we have €20 Centra vouchers up for grabs.

To win, simply describe tonights show in 3 words or less! ✨

#LateLate #ShareTheLove https://t.co/LkCE52PzCp",negative,46,18,2022-02-11 21:39:17+00:00
1201,Why did they have no masks on a few minutes ago and now they're all maksed 🙄 #latelate #latelateshow,neutral,0,0,2022-02-11 21:38:02+00:00
1202,"*********** Warning***************
#latelateshow valentines special is about to begin.
************************************",negative,0,0,2022-02-11 21:36:36+00:00
1203,"I'll usually watch and tweet about an awful load of shite ... But I draw the line on #LatelateShow Valentine's ""Special""

I'm watching the fab Olivia Coleman &amp; Jessie Buckley in #TheLostDaughter",negative,4,0,2022-02-11 21:36:29+00:00
1204,"Get the solpadeine ready... this level of cringe might be excruciating 
#LateLateShow
#latelate",negative,10,0,2022-02-11 21:32:46+00:00
1205,Ready for the car crash that is #latelateshow #Valentines,negative,3,0,2022-02-11 21:32:22+00:00
1206,"He got a surprise gift from a local villager and it's for his house
#ryantubridy #rte #LateLateShow #latelate 
https://t.co/IwBqz8dYv2",neutral,0,0,2022-02-11 09:05:31+00:00
1207,@irishexaminer #IrishExaminer What the hell is this NONSENSE??? #LateLateShow #latelate #Ntfm #Rte #Gaslighting https://t.co/NMLmw5x2Vd,negative,0,0,2022-02-10 19:14:28+00:00
1208,"@Riverdance on @RTELateLateShow is always special to be a part of 🔥 It was great to be back performing with Riverdance to a live audience in @rte Studios! This time with a different look 😉 ✨ 

#riverdance #latelateshow #thelatelate #gardinerbrothe",positive,8,0,2022-02-08 20:34:46+00:00
1209,"Ladies golf star Leona Maguire is back in Cavan following a record-breaking win at the LGPA in Florida and will be on the couch with Tubs to discuss her incredible success

#RTE #LateLateShow 

https://t.co/Ee3aZPuoja",neutral,0,0,2022-02-17 23:00:00+00:00
1210,"#TommyTiernanShow is fantastic, ten times the show that #LateLateShow is , probably a third of the budget - @deeforbes_dee",positive,3,1,2022-02-19 22:06:07+00:00
1211,@MarianKeyes What an amazing lady!!! #LateLateShow,positive,6,0,2022-02-19 18:35:03+00:00
1212,"Leona Maguire roasts @NiallOfficial golf skills on #LateLateShow 
 https://t.co/D7SGGhgxFr",positive,1,0,2022-02-19 11:30:00+00:00
1213,@MarianKeyes Throughly enjoyed your chat on the #Latelateshow and you are obviously loved by family and friends which was lovely to see ❤️☘️❤️☘️❤️,positive,0,0,2022-02-19 11:21:59+00:00
1214,Viewers praised Marian Keyes' honesty on last night's #LateLateShow https://t.co/zrUaPlI6A7,positive,0,0,2022-02-19 10:03:05+00:00
1215,"Watching @MarianKeyes tonight has really warmed my heart. What an amazing, kind hearted and inspiring woman, I love her and so it seems, does everyone else! #LateLateShow",positive,9,0,2022-02-18 23:44:13+00:00
1216,Big thank you to @MarianKeyes on the @RTELateLateShow giving a big shout out to the importance of looking for help when you’re not feeling well! #mentalhealth #alcoholism #MentalHealthMatters #LateLateShow #mariankeyes,positive,11,4,2022-02-18 23:40:59+00:00
1217,@RTELateLateShow @MarianKeyes So difficult to believe that the #LateLateShow had managed to collect so many talented writers to celebrate the wonderful #mariankeys and yet couldn’t make an a wonderful show. All that talent consigned to 2min sound bites.,negative,0,0,2022-02-18 23:36:18+00:00
1218,I really enjoyed this segment tonight on #LateLateShow - I am lucky enough to be heading away tomorrow with a pal for the weekend and I can’t wait to buy her new book in the Airport. She does produce sacred literature @roisiningle 👏👏 https://t.co/0Am5EgxEmX,positive,52,2,2022-02-18 23:31:14+00:00
1219,"@MarianKeyes such a wonderful delightful honest chat &amp; how great to see your family &amp; friends, PS you looked stunning, #LateLateShow #theredzers #haveyouroomforanotherfriend 😊",positive,1,0,2022-02-18 23:27:12+00:00
1220,"As I get older I realise how lucky I was to grow up in the 90s. The Den, free to air sports that EVERYONE watched,  #LateLateShow when it actually was on LATE where A-Listers appeared almost weekly. Soft tv, for a soft country.",positive,5,0,2022-02-18 23:13:16+00:00
1221,Just catching up on #MarianKeyes on the #LateLateShow. She is so amazing &amp; absolutely lovely  Her books are superb &amp; have helped me so much ❤️  Her talent jumps of each page you read &amp; you fall in love with the characters &amp; the amazing Marian. She's a legend,positive,9,0,2022-02-18 23:13:02+00:00
1222,"Marian Keyes seems like one of those few brilliant people that, after leaving their presence, you're still playing the delightful conversations in your head. Enjoyed that interview and celebration of Irish writers. #LateLateShow #latelate",positive,21,2,2022-02-18 23:12:28+00:00
1223,@PPAI_IRL @valphoto Delighted to see one of our own on #LateLateShow tonight.,positive,1,0,2022-02-18 23:10:22+00:00
1224,#LateLateShow hmmm and it is grand to sit in a pub with no mask.... https://t.co/0LGGgF2GK7,neutral,1,0,2022-02-18 23:09:35+00:00
1225,Do photographers always wear dickie bows? @ConorHorgan #LateLateShow,neutral,2,0,2022-02-18 23:09:11+00:00
1226,Rubbish just rubbish #LateLateShow,negative,7,0,2022-02-18 23:09:03+00:00
1227,"The #LateLateShow is still on Covid time, apparently.

#latelate",negative,4,0,2022-02-18 23:08:49+00:00
1228,Has to be one of the worst #LateLateShow 's ever. So poor.,negative,8,0,2022-02-18 23:08:31+00:00
1229,What a song from Ireland's best songwriter. South Anne Street by @eleanormcevoy on #LateLateShow https://t.co/ZNtn59rCvE for releases and tour dates. https://t.co/NF3iprF0nO,positive,19,1,2022-02-18 23:08:22+00:00
1230,"The #LateLateShow isn't what it was in Gaybo's days when you had serious topics, debates, fun and entertainment all mixed up together, seamlessly done and professionally presented.  It needs a serious shake-up. #latelate",negative,10,0,2022-02-18 23:08:03+00:00
1231,"I love taking photos like this #LateLate 
#LateLateShow https://t.co/sdLa0XNQ9X",positive,4,0,2022-02-18 23:07:51+00:00
1232,#LateLateShow love the show but why oh why does Ryan feel the need to keep closing &amp; opening his jacket🤷🏼‍♂️ It’s going on for years but … why? Has no one told him🤔 #leaveitopen,negative,3,0,2022-02-18 23:06:32+00:00
1233,Great pictures by the very talented photographer @paulsherphoto #LateLateShow,positive,2,0,2022-02-18 23:05:24+00:00
1234,"Carers deserve 300-500k a year, not RTE lifer &amp; FG &amp; FF connected ""stars""
#LateLateShow #latelate",positive,3,0,2022-02-18 23:05:04+00:00
1235,"Tubs was given an easy life and obscene pay due to his establishment connections
#LateLateShow #latelate",negative,2,0,2022-02-18 23:03:54+00:00
1236,Have to say @mariankeyes always makes me smile  #LateLate #latelateshow,positive,9,0,2022-02-18 23:02:45+00:00
1237,"RTE finish the #latelate early now as they have no guests as per, and can't compete with Graham's ratings and who actually has all the A List guests
#latelateshow",negative,2,0,2022-02-18 23:02:24+00:00
1238,"Ah yes, loving @paulsherphoto on the #LateLateShow",positive,0,0,2022-02-18 23:01:34+00:00
1239,"…only for her to then do what she did for @SarahJayBee and @EmerTheScreamer and feature it on her vlog. To a new author with a small print run, that meant the world. Thank you, Marian. Enjoy your night, and may Rachel fly, again! 🤗💕📚 #LateLateShow",positive,185,3,2022-02-18 23:01:22+00:00
1240,Friday night fare Irish style! This is absolutely ridiculous rubbish. #LateLateShow,negative,1,0,2022-02-18 22:59:40+00:00
1241,"Best of luck to anyone Googling 'hot tools'.
#LateLate #LateLateShow",neutral,50,0,2022-02-18 22:59:09+00:00
1242,Imagine getting all dressed up to see a load of minor journalists and authors saying how much they love Marian Keyes on the #latelateshow,neutral,0,0,2022-02-18 22:59:06+00:00
1243,Cancel the #LateLateShow,negative,2,0,2022-02-18 22:58:47+00:00
1244,Betty looked like Damon Albarn #LateLateShow,neutral,0,0,2022-02-18 22:57:57+00:00
1245,Jesus. Talk about time filling. Just put this show out of its misery.  #LateLateShow,negative,9,0,2022-02-18 22:57:40+00:00
1246,Why didn’t you go to the shop for your mother you lazy shit #LateLate #LateLateShow https://t.co/EFiJN6u5wg,negative,4,1,2022-02-18 22:57:23+00:00
1247,"#LateLateShow
I was in Amsterdam.... 🙄",neutral,0,0,2022-02-18 22:56:57+00:00
1248,"Dee wants us to pay her 400k a year and Tubs over 500k a year for this?
#latelate #latelateshow",negative,2,0,2022-02-18 22:56:46+00:00
1249,Great talented #women on the  #latelate #latelateshow  tonight @MarianKeyes @roisiningle and more Marion connects with people all over the world 🌎 📚 https://t.co/qgOWJAJA5T,positive,6,1,2022-02-18 22:56:31+00:00
1250,Jesus this is bad #latelateshow,negative,4,0,2022-02-18 22:56:19+00:00
1251,When Tubs starts interacting with the audience #latelate #LateLateShow https://t.co/CREpgu0IpZ,neutral,4,0,2022-02-18 22:56:17+00:00
1252,Oh my god what is happening on the #latelateshow this is so mean 💀,negative,3,0,2022-02-18 22:56:07+00:00
1253,Nothing new there  #LateLateShow #RTEPlayer https://t.co/4QTfeSEX7Y,neutral,1,0,2022-02-18 22:56:05+00:00
1254,"Yayyyy, let’s embarrass the audience to the nation 😎 this is something I can enjoy #LateLateShow #LateLate https://t.co/jr09tRhLsO",positive,2,0,2022-02-18 22:56:01+00:00
1255,Oh I’m glad I’m not there for this segment 👀😂 #LateLateShow,neutral,0,0,2022-02-18 22:55:36+00:00
1256,How unbelievably adorable is @MarianKeyes?! my biggest regret is not having the bottle to say hello when we were in the same dentist waiting room 🤣#LateLateShow,positive,2,0,2022-02-18 22:54:39+00:00
1257,"It occurs to me that pretty much every Irish author I read nowadays is a woman. Just finished #TheNurse by Claire Allen (gone from Twitter, sadly). Next one up is #TheMurderRule by @DervlaMcTiernan, then #TheyAllLied by Louise Phillips. So much talent! #LateLate #LateLateShow https://t.co/OgV6gwgJFc",positive,81,4,2022-02-18 22:53:33+00:00
1258,"Absolutely loved watching the @MarianKeyes segment on the #latelate ❤ My favourite author for  many years. She is a marvellous, beautiful woman on the inside and out. So warm and uplifting. Congratulations Marian 🎊 xx
#LateLateShow",positive,13,1,2022-02-18 22:52:59+00:00
1259,I absolutely loved that. @MarianKeyes #LateLateShow,positive,6,1,2022-02-18 22:49:39+00:00
1260,The audience on the #LateLateShow in about 3 minutes https://t.co/1jM5sbgxnA,neutral,8,0,2022-02-18 22:48:11+00:00
1261,Lovely tribute to the wonderful @MarianKeyes #LateLateShow,positive,9,1,2022-02-18 22:47:21+00:00
1262,Great talented #women on the  #latelate #latelateshow  tonight @MarionKeyes5 @roisiningle and more Marion connects with people all over the world 🌎 📚 https://t.co/qgOWJAJA5T https://t.co/7ZVvV7nw3p,positive,5,2,2022-02-18 22:46:46+00:00
1263,Imagine getting audience tickets after years of applying and waiting and this is what you have to sit through #LateLateShow,negative,20,0,2022-02-18 22:46:16+00:00
1264,"Can we have a @MarianKeyes spot on every nights #LatelateShow

That's been such a great show tonight

I have to read Rachel's Holiday again before reading the new one",positive,18,1,2022-02-18 22:45:38+00:00
1265,"You know if you publish a book in this country you are set for life !!  My mission to be the new Bill Bryson has begun! 

Or maybe I’ll just publish my Twitter account (my memoir)  #latelateshow https://t.co/R9CqEc01wh",positive,0,0,2022-02-18 22:45:07+00:00
1266,For how long more do we have to put up with this mutual appreciation club meeting? #latelate #latelateshow,negative,11,0,2022-02-18 22:44:26+00:00
1267,I have never read a @MarianKeyes book but now I want to read them all. So much love for her on #LateLateShow,positive,12,0,2022-02-18 22:44:08+00:00
1268,"Do I need to write a novel to be friends with @MarianKeyes? I mean it'll be shit, but I'll give it a go 🤷‍♀️#latelateshow",positive,10,0,2022-02-18 22:43:38+00:00
1269,Ryan is completely bored with this love fest and I don't blame him. This is dire! #LateLateShow,negative,8,0,2022-02-18 22:43:13+00:00
1270,Spare a thought for that poor audience having to sit there for about an hour AND wear those masks 😂 #LateLateShow,negative,4,0,2022-02-18 22:43:10+00:00
1271,"Lovely upbeat vibe tonight- which seems to be simply what Marian Keyes is all about!  
Such a lovely, giving, person. 🙏🏻  #LateLateShow",positive,25,1,2022-02-18 22:43:02+00:00
1272,Look at all these amazing female authors we are so lucky to have.  #LateLateShow,positive,12,2,2022-02-18 22:42:56+00:00
1273,"Did The Last Leg talk about Jimmy Carr's Holocaust ""joke"" controversy last week or this week yet?
#thelastleg #isitok #lastleg #CatsCountdown #gogglebox #GoggleboxReady #bbcqt #newsnight #Eunice #latelate #latelateshow",negative,2,1,2022-02-18 22:42:42+00:00
1274,Am I the only one who hadn't a clue who they are having a tribute to on the the #latelateshow and I think she's a little drunk. #RTE,negative,2,1,2022-02-18 22:42:12+00:00
1275,Any chance of having a lyricist special on the #latelateshow,neutral,0,0,2022-02-18 22:40:26+00:00
1276,"V well said 🙌🏻 #LateLateShow #LateLate
https://t.co/aFbDXAYASN",positive,5,0,2022-02-18 22:39:14+00:00
1277,"Masks to the left of me, masks to the right wtf #LateLateShow",neutral,4,0,2022-02-18 22:37:28+00:00
1278,At the end of the show they are going to wheel in a cake for Marian and Dermot Bannon will burst out of it. #latelateshow,neutral,5,0,2022-02-18 22:36:35+00:00
1279,“Ridey fellas” - now they’re speaking my language 😍 #latelateshow,neutral,2,0,2022-02-18 22:34:42+00:00
1280,"There's a bit in Lucy Sullivan Is Getting Married where Lucy talks about how she loves storms because the outside then matches her insides, and I'd never read anything like it. #LateLate #LateLateShow",positive,6,1,2022-02-18 22:32:41+00:00
1281,Love @mariankeyes so much. What a writer and human being. #LateLateShow,positive,10,0,2022-02-18 22:32:33+00:00
1282,This is your Life #latelateshow style 😬,neutral,1,0,2022-02-18 22:31:56+00:00
1283,Did Marian Keyes win some sort of golf thing? Or did I miss something? #LateLateShow #latelate,neutral,1,0,2022-02-18 22:30:59+00:00
1284,I adore this woman! I could listen to @MarianKeyes forever 😍💕 #latelate #latelateshow,positive,7,0,2022-02-18 22:30:26+00:00
1285,@MarianKeyes is the type of person who donates a signed copy of #AgainRachel and other books to a charity event to fund raise for our local women's refuge and rape crisis services in Tipperary for IWD22 #thatskindness #LateLateShow,positive,3,0,2022-02-18 22:30:14+00:00
1286,It’s like Oprah’s book club! Remember that 👀 #latelateshow,neutral,1,0,2022-02-18 22:29:38+00:00
1287,"Women are killing it in sport for Ireland at the minute Leona Maguire, Rachel Blackmore, Kelly Harrington.. 💚 Such incredible role models for our young girls 💪🏅#Latelateshow",positive,36,0,2022-02-18 22:27:58+00:00
1288,"So much of Marian's storytelling and books is about how people navigate their place in the world, how they feel about themselves, in the loveliest, funniest, most insightful way. She always helps me feel better. #LateLate #LateLateShow",positive,9,0,2022-02-18 22:27:35+00:00
1289,"If Marion Keys is looking for financial advice,Catriona Carey is only a phone call away!
#latelate
#latelateshow https://t.co/JZRUoy3Nua",neutral,7,0,2022-02-18 22:26:51+00:00
1290,"What meds is she on now after her depression and alcoholism?
#latelate #latelateshow",negative,0,0,2022-02-18 22:26:34+00:00
1291,Don’t forget that Tubs loves the auld tax avoidance with his private company set up to reduce his tax exposure #LateLateShow #latelate https://t.co/CgFgVtTdUZ,negative,2,0,2022-02-18 22:26:17+00:00
1292,"This is a brutal watch. I'd rather have Dermot Bannon back on again 
#LateLateShow",negative,7,0,2022-02-18 22:26:16+00:00
1293,@MarianKeyes is unbelievably entertaining and so refreshing. She's raw &amp; she's real. Love her 👏🏼#LateLateShow,positive,12,0,2022-02-18 22:24:53+00:00
1294,@RobertElms Just mentioned by @MarianKeyes on #latelateshow,neutral,0,0,2022-02-18 22:24:49+00:00
1295,"VHI shouldn't exist in a civilized country
#latelate #latelateshow",neutral,0,0,2022-02-18 22:24:44+00:00
1296,"Tommy done this interview months ago and not in Tubs cringy butting in way
#latelate #latelateshow",negative,0,0,2022-02-18 22:23:58+00:00
1297,"Feels like I've heard this story so many times already, almost verbatim. #latelate #latelateshow",negative,0,0,2022-02-18 22:23:33+00:00
1298,"What a genuinely lovely person @MarianKeyes is. She will murder me for saying this, but the tales of her quiet, unadvertised generosity are absolutely legion. She just can't do enough for other people, and she is kindness personified. #LateLateShow #LateLate",positive,462,23,2022-02-18 22:23:10+00:00
1299,"Berties Nicky and Tubs both fleecing the TV license payers as FF establishment think they are entitled to
#latelate #latelateshow",negative,0,0,2022-02-18 22:23:00+00:00
1300,"Anyone got a spare bag of Heroin!
#latelate
#latelateshow",negative,12,0,2022-02-18 22:22:45+00:00
1301,"Is the entire #LateLateShow gonna be about Marian Keyes. *Asking for a friend.

*not necessarily true",negative,3,0,2022-02-18 22:22:31+00:00
1302,It's baffling how RTE can justify paying Tubs 500k a year for giving us this shite every week #LateLateShow #latelate,negative,35,1,2022-02-18 22:21:55+00:00
1303,"Ah, Marian Keyes is on the #LateLateShow. Queen.",positive,15,1,2022-02-18 22:21:41+00:00
1304,#LateLateShow So it's on air about 45 minutes now and Dermot Bannon hasn't been on yet. Surely they can find some vague connection to Keyes #latelate,neutral,0,0,2022-02-18 22:21:27+00:00
1305,"Did she snort and smoke too?
#latelate #latelateshow",neutral,0,0,2022-02-18 22:21:01+00:00
1306,"Pass the bucket!
#latelate
#latelateshow",negative,3,0,2022-02-18 22:20:51+00:00
1307,"Tubs has been in RTE since he was 12 in the 80s, because of his FF connections
#latelate #latelateshow",neutral,1,0,2022-02-18 22:20:22+00:00
1308,"Tubridy is one of the connected, establishment nepotism elites in college she is referring to
#latelate #latelateshow",negative,0,0,2022-02-18 22:19:09+00:00
